1,41,4,44
1,8,4,50
1,10,8,14
1,23,8,28
1,3,8,49
1,4,8,50
2,1,10,11
2,20,10,32
2,30,10,48
3,49,10,14
1,30,11,48
8,29,11,36
1,26,12,43
4,9,12,14
3,23,14,40
10,23,14,28
10,3,14,49
10,4,14,50
1,17,15,41
3,5,16,18
10,25,16,40
14,24,16,33
6,9,19,22
12,23,19,32
2,10,20,32
3,14,23,40
10,14,23,28
4,12,24,37
10,16,25,40
22,38,25,46
1,12,26,43
8,11,29,36
26,33,29,34
1,11,30,48
4,51,33,39
26,29,33,34
10,15,35,41
24,28,36,42
41,8,44,50
