11,24,12,26
4,5,17,18
12,16,17,32
17,23,19,16
2,6,20,24
10,15,23,29
10,23,23,40
14,28,23,40
6,10,24,32
3,4,25,26
14,23,28,40
17,37,29,46
24,34,29,41
2,6,32,36
14,15,32,33
29,30,33,34
11,14,34,40
24,29,34,41
34,44,36,48
10,11,40,41
28,29,40,41
38,43,41,46
16,17,42,43
38,41,43,46
34,36,44,48
37,2,48,49
38,39,50,51
